-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.31,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
-0.32,-0.062,1
